UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Temperature Difference [K],Power,Power [W],Type_LabelEncoded,Cluster
7969,L55148,L,300.9,312.2,1811,23.2,72,0,No Failure,11.300000000000011,42015.2,4399.821455303529,1,1
7970,L55149,L,300.9,312.1,1711,28.8,74,0,No Failure,11.200000000000045,49276.8,5160.254429080451,1,1
7971,M22830,M,300.9,312.1,1297,48.6,76,0,No Failure,11.200000000000045,63034.200000000004,6600.925988163658,2,4
7972,L55151,L,301.0,312.1,1405,46.1,79,0,No Failure,11.100000000000023,64770.5,6782.750898977923,1,4
7973,L55152,L,301.1,312.2,1397,54.9,81,0,No Failure,11.099999999999966,76695.3,8031.513034828842,1,4
7974,L55153,L,301.1,312.3,1682,29.7,83,0,No Failure,11.199999999999989,49955.4,5231.317254904651,1,1
7975,L55154,L,301.2,312.3,1528,38.4,85,0,No Failure,11.100000000000023,58675.2,6144.452575597061,1,1
7976,M22835,M,301.2,312.3,1548,38.3,87,0,No Failure,11.100000000000023,59288.399999999994,6208.666729436435,2,1
7977,H37390,H,301.2,312.4,1395,47.8,90,0,No Failure,11.199999999999989,66681.0,6982.817991134033,0,4
7978,L55157,L,301.2,312.4,1378,59.0,95,0,No Failure,11.199999999999989,81302.0,8513.925530738577,1,4
7979,L55158,L,301.2,312.4,1480,53.5,97,0,No Failure,11.199999999999989,79180.0,8291.71021037466,1,4
7980,M22839,M,301.2,312.4,1428,36.6,99,0,No Failure,11.199999999999989,52264.8,5473.157057377994,2,1
7981,M22840,M,301.2,312.4,1505,39.6,102,0,No Failure,11.199999999999989,59598.0,6241.087965621483,2,1
7982,L55161,L,301.0,312.3,1445,36.4,105,0,No Failure,11.300000000000011,52598.0,5508.049679783864,1,1
7983,L55162,L,301.0,312.3,1488,42.6,107,0,No Failure,11.300000000000011,63388.8,6638.059613329089,1,2
7984,L55163,L,301.0,312.2,1601,33.0,109,0,No Failure,11.199999999999989,52833.0,5532.658822236985,1,7
7985,L55164,L,301.0,312.3,1550,34.9,111,0,No Failure,11.300000000000011,54095.0,5664.815153197995,1,7
7986,L55165,L,301.0,312.2,1540,34.1,113,0,No Failure,11.199999999999989,52514.0,5499.253220353813,1,7
7987,L55166,L,301.1,312.3,1587,34.5,115,0,No Failure,11.199999999999989,54751.5,5733.563672434052,1,7
7988,H37401,H,301.0,312.2,1489,40.3,117,0,No Failure,11.199999999999989,60006.7,6283.886929538888,0,2
7989,L55168,L,301.1,312.3,1486,34.9,122,0,No Failure,11.199999999999989,51861.4,5430.913108162723,1,7
7990,L55169,L,301.1,312.4,1430,37.9,124,0,No Failure,11.299999999999955,54197.0,5675.4965682202,1,7
7991,M22850,M,301.1,312.4,1809,25.1,126,0,No Failure,11.299999999999955,45405.9,4754.89472898776,2,7
7992,L55171,L,301.1,312.3,1534,39.0,129,0,No Failure,11.199999999999989,59826.0,6264.964069788765,1,7
7993,M22852,M,301.1,312.3,1852,25.9,131,0,No Failure,11.199999999999989,47966.799999999996,5023.071549873695,2,7
7994,L55173,L,301.1,312.3,1595,31.9,134,0,No Failure,11.199999999999989,50880.5,5328.193500365849,1,7
7995,L55174,L,301.0,312.3,1424,43.5,136,0,No Failure,11.300000000000011,61944.0,6486.760511132205,1,2
7996,L55175,L,301.0,312.2,1776,28.8,138,0,No Failure,11.199999999999989,51148.8,5356.289810664453,1,7
7997,M22856,M,301.0,312.2,1499,41.5,140,0,No Failure,11.199999999999989,62208.5,6514.458886361354,2,2
7999,L55178,L,300.9,312.1,1359,51.7,146,0,No Failure,11.200000000000045,70260.3,7357.641410633832,1,2
8000,M22859,M,300.9,312.1,1617,31.0,148,0,No Failure,11.200000000000045,50127.0,5249.287164883185,2,7
8001,M22860,M,300.8,312.0,1443,53.3,151,0,No Failure,11.199999999999989,76911.9,8054.195333787759,2,2
8002,L55181,L,300.8,312.0,1374,50.2,154,0,No Failure,11.199999999999989,68974.8,7223.024165427509,1,2
8003,M22862,M,300.9,312.1,1851,23.0,156,0,No Failure,11.200000000000045,42573.0,4458.234134709275,2,7
8005,L55184,L,300.9,312.0,1533,44.0,162,0,No Failure,11.100000000000023,67452.0,7063.5569223312905,1,2
8006,L55185,L,300.8,312.0,1477,37.3,164,0,No Failure,11.199999999999989,55092.1,5769.231221027808,1,7
8007,L55186,L,300.9,312.1,1462,46.0,166,0,No Failure,11.200000000000045,67252.0,7042.612971307359,1,2
8008,M22867,M,301.0,312.1,1664,28.4,168,0,No Failure,11.100000000000023,47257.6,4948.804299542833,2,7
8009,L55188,L,300.8,311.9,1414,41.1,171,0,No Failure,11.099999999999966,58115.4,6085.830456681076,1,2
8011,L55190,L,300.8,311.8,1323,61.1,178,0,No Failure,11.0,80835.3,8465.052821024234,1,2
8012,L55191,L,300.8,311.8,1427,43.3,180,0,No Failure,11.0,61789.1,6470.539421064169,1,2
8013,M22872,M,300.9,312.0,1375,56.1,182,0,No Failure,11.100000000000023,77137.5,8077.820110542755,2,2
8014,M22873,M,300.9,312.0,1402,50.7,185,0,No Failure,11.100000000000023,71081.40000000001,7443.626801562585,2,2
8015,L55194,L,300.9,312.0,1500,44.2,188,0,No Failure,11.100000000000023,66300.0,6942.919764433443,1,2
8016,M22875,M,301.0,312.0,1558,37.5,190,0,No Failure,11.0,58425.0,6118.251692866122,2,7
8017,M22876,M,300.9,312.0,1447,41.4,193,0,No Failure,11.100000000000023,59905.799999999996,6273.320706247314,2,2
8018,L55197,L,301.0,312.0,1518,39.3,196,0,No Failure,11.0,59657.399999999994,6247.30831907559,1,2
8019,L55198,L,301.0,311.9,1889,23.5,198,0,No Failure,10.899999999999977,44391.5,4648.667009394377,1,7
8020,L55199,L,301.0,312.1,1675,30.7,200,0,No Failure,11.100000000000023,51422.5,5384.951607640704,1,7
8021,H37434,H,300.9,312.0,1720,27.9,202,0,No Failure,11.100000000000023,47988.0,5025.291608682232,0,7
8022,M22881,M,301.0,312.0,1499,34.6,207,0,No Failure,11.0,51865.4,5431.331987183202,2,7
8023,L55202,L,300.9,312.0,1441,43.8,210,0,No Failure,11.100000000000023,63115.799999999996,6609.471120181422,1,2
8024,H37437,H,300.9,312.0,1397,42.7,212,0,No Failure,11.100000000000023,59651.9,6246.732360422433,0,2
8025,L55204,L,300.9,312.0,1493,38.7,217,0,No Failure,11.100000000000023,57779.100000000006,6050.613203034334,1,7
8026,M22885,M,300.8,312.0,1422,50.7,219,0,No Failure,11.199999999999989,72095.40000000001,7549.81263325392,2,2
8027,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure,11.199999999999989,70229.8,7354.447458102682,1,2
8028,L55207,L,300.6,311.9,1425,44.9,224,0,No Failure,11.299999999999955,63982.5,6700.231731943631,1,2
8029,L55208,L,300.6,311.8,1501,44.8,226,0,No Failure,11.199999999999989,67244.8,7041.858989070497,1,2
8030,M22889,M,300.6,311.9,1629,35.3,0,0,No Failure,11.299999999999955,57503.7,6021.773382474379,2,1
8031,L55210,L,300.6,312.0,1490,42.2,3,0,No Failure,11.399999999999977,62878.00000000001,6584.568762413967,1,1
8032,L55211,L,300.7,312.0,1550,32.4,5,0,No Failure,11.300000000000011,50220.0,5259.026102109314,1,1
8033,L55212,L,300.8,312.0,1416,46.5,7,0,No Failure,11.199999999999989,65844.0,6895.167556098878,1,4
8034,L55213,L,300.7,311.9,1485,38.8,9,0,No Failure,11.199999999999989,57617.99999999999,6033.742850484556,1,1
8035,L55214,L,300.7,311.8,1564,36.8,11,0,No Failure,11.100000000000023,57555.2,6027.166449863042,1,1
8037,L55216,L,300.7,311.7,1460,46.1,15,0,No Failure,11.0,67306.0,7048.267838083821,1,4
8038,L55217,L,300.7,311.8,1603,34.1,17,0,No Failure,11.100000000000023,54662.3,5724.222670277379,1,1
8039,L55218,L,300.7,311.8,1486,47.3,19,0,No Failure,11.100000000000023,70287.8,7360.521203899622,1,4
8040,L55219,L,300.8,311.9,1560,31.8,21,0,No Failure,11.099999999999966,49608.0,5194.937611976082,1,1
8041,L55220,L,300.8,311.9,1498,39.3,23,0,No Failure,11.099999999999966,58871.399999999994,6164.998591551537,1,1
8042,H37455,H,300.8,311.9,1431,48.5,25,0,No Failure,11.099999999999966,69403.5,7267.917524447306,0,4
8043,L55222,L,300.8,311.9,1486,45.1,30,0,No Failure,11.099999999999966,67018.6,7018.1713804624305,1,4
8044,L55223,L,300.7,311.9,1486,35.8,32,0,No Failure,11.199999999999989,53198.799999999996,5570.9653086597555,1,1
8045,L55224,L,300.7,311.8,1441,38.1,34,0,No Failure,11.100000000000023,54902.1,5749.3344675550725,1,1
8046,M22905,M,300.7,311.9,1366,55.1,36,0,No Failure,11.199999999999989,75266.6,7881.899920689384,2,4
8047,L55226,L,300.6,311.8,1471,41.4,39,0,No Failure,11.199999999999989,60899.4,6377.370254934208,1,1
8048,L55227,L,300.6,311.9,1463,38.2,41,0,No Failure,11.299999999999955,55886.600000000006,5852.431066470378,1,1
8049,L55228,L,300.6,311.9,1413,41.3,43,0,No Failure,11.299999999999955,58356.899999999994,6111.120277542473,1,1
8050,H37463,H,300.6,311.9,1604,30.5,45,0,No Failure,11.299999999999955,48922.0,5123.099859963995,0,1
8051,L55230,L,300.7,312.0,1401,51.1,50,0,No Failure,11.300000000000011,71591.1,7497.002460747075,1,4
8052,L55231,L,300.6,311.8,1652,27.2,52,0,No Failure,11.199999999999989,44934.4,4705.51936444884,1,1
8053,L55232,L,300.5,311.9,1403,45.7,54,0,No Failure,11.399999999999977,64117.100000000006,6714.327010982738,1,4
8054,L55233,L,300.5,311.9,1887,21.7,56,0,No Failure,11.399999999999977,40947.9,4288.054060664316,1,1
8055,L55234,L,300.4,311.8,1405,47.9,58,0,No Failure,11.400000000000034,67299.5,7047.587159675542,1,4
8056,H37469,H,300.2,311.6,1496,41.1,60,0,No Failure,11.400000000000034,61485.6,6438.756975385352,0,1
8057,L55236,L,300.1,311.5,1499,43.4,65,0,No Failure,11.399999999999977,65056.6,6812.711220917658,1,4
8058,L55237,L,300.2,311.5,1549,37.2,67,0,No Failure,11.300000000000011,57622.8,6034.245505309131,1,1
8059,L55238,L,300.3,311.6,1515,44.9,69,0,No Failure,11.300000000000011,68023.5,7123.404262382176,1,4
8060,L55239,L,300.2,311.6,1540,37.7,71,0,No Failure,11.400000000000034,58058.00000000001,6079.8195427372075,1,1
8061,H37474,H,300.2,311.5,1426,44.3,73,0,No Failure,11.300000000000011,63171.799999999996,6615.335426468122,0,4
8062,M22921,M,300.2,311.6,1465,41.4,78,0,No Failure,11.400000000000034,60651.0,6351.357867762485,2,1
8063,M22922,M,300.3,311.6,1359,54.1,81,0,No Failure,11.300000000000011,73521.90000000001,7699.195363932115,2,4
8064,M22923,M,300.3,311.7,1551,36.4,84,0,No Failure,11.399999999999977,56456.399999999994,5912.100382937559,2,1
8065,L55244,L,300.5,311.8,1596,34.8,87,0,No Failure,11.300000000000011,55540.799999999996,5816.218975149999,1,1
8066,M22925,M,300.5,311.9,1670,26.3,89,0,No Failure,11.399999999999977,43921.0,4599.396364610577,2,1
8067,L55246,L,300.4,311.9,1868,21.3,92,0,No Failure,11.5,39788.4,4166.63150460307,1,1
8068,M22927,M,300.6,312.0,1490,39.8,94,0,No Failure,11.399999999999977,59301.99999999999,6210.090918106062,2,1
8069,M22928,M,300.5,311.9,1676,35.2,97,0,No Failure,11.399999999999977,58995.200000000004,6177.962897235352,2,1
8070,M22929,M,300.5,311.9,1875,22.1,100,0,No Failure,11.399999999999977,41437.5,4339.324852770902,2,7
8071,M22930,M,300.5,312.0,1867,23.0,103,0,No Failure,11.5,42941.0,4496.77100459331,2,7
8072,L55251,L,300.5,312.0,1646,29.5,106,0,No Failure,11.5,48557.0,5084.87714934532,1,7
8073,H37486,H,300.5,312.0,1375,43.2,108,0,No Failure,11.5,59400.00000000001,6220.353454107791,0,2
8074,L55253,L,300.5,312.0,1558,36.7,113,0,No Failure,11.5,57178.600000000006,5987.728990084978,1,7
8075,L55254,L,300.4,312.0,1631,34.9,115,0,No Failure,11.600000000000023,56921.899999999994,5960.847428945761,1,7
8076,L55255,L,300.4,312.0,1366,43.0,117,0,No Failure,11.600000000000023,58738.0,6151.028976218576,1,2
8077,L55256,L,300.3,311.8,1360,48.0,119,0,No Failure,11.5,65280.0,6836.105614211389,1,2
8078,L55257,L,300.3,311.8,1547,39.7,121,0,No Failure,11.5,61415.9,6431.458008453513,1,2
8079,L55258,L,300.3,311.7,1571,31.2,123,0,No Failure,11.399999999999977,49015.2,5132.859741141147,1,7
8080,L55259,L,300.2,311.5,1528,36.1,125,0,No Failure,11.300000000000011,55160.8,5776.425468204528,1,7
8081,H37494,H,300.2,311.5,1432,43.6,127,0,No Failure,11.300000000000011,62435.200000000004,6538.198854846982,0,2
8082,L55261,L,300.2,311.6,1356,53.5,132,0,No Failure,11.400000000000034,72546.0,7596.999354910838,1,2
8083,H37496,H,300.1,311.5,1422,46.2,134,0,No Failure,11.399999999999977,65696.40000000001,6879.710920243217,0,2
8084,L55263,L,300.1,311.4,1438,42.2,139,0,No Failure,11.299999999999955,60683.600000000006,6354.771731779386,1,2
8085,L55264,L,300.2,311.4,1483,44.4,141,0,No Failure,11.199999999999989,65845.2,6895.293219805021,1,2
8086,L55265,L,300.2,311.4,1331,49.8,143,0,No Failure,11.199999999999989,66283.8,6941.223304400504,1,2
8087,L55266,L,300.2,311.4,1463,37.5,145,0,No Failure,11.199999999999989,54862.5,5745.187565252334,1,7
8088,L55267,L,300.1,311.4,1446,40.6,147,0,No Failure,11.299999999999955,58707.6,6147.8454956629375,1,2
8089,L55268,L,300.1,311.4,1356,45.7,149,0,No Failure,11.299999999999955,61969.200000000004,6489.3994489612205,1,2
8090,L55269,L,300.1,311.3,1676,30.3,151,0,No Failure,11.199999999999989,50782.8,5317.962380290658,1,7
8092,L55271,L,300.2,311.6,1375,56.9,155,0,No Failure,11.400000000000034,78237.5,8193.01184117438,1,2
8093,M22952,M,300.2,311.6,1513,40.8,157,0,No Failure,11.400000000000034,61730.399999999994,6464.392371438645,2,2
8094,L55273,L,300.2,311.6,1511,35.7,160,0,No Failure,11.400000000000034,53942.700000000004,5648.866334493271,1,7
8095,H37508,H,300.2,311.6,1662,28.8,162,0,No Failure,11.400000000000034,47865.6,5012.473910655586,0,7
8096,L55275,L,300.2,311.7,1493,48.3,167,0,No Failure,11.5,72111.9,7551.540509213392,1,2
8097,M22956,M,300.2,311.7,1555,37.4,169,0,No Failure,11.5,58157.0,6090.186798494053,2,7
8098,L55277,L,300.3,311.7,1452,41.5,172,0,No Failure,11.399999999999977,60258.0,6310.203004000458,1,2
8099,L55278,L,300.2,311.6,1500,39.0,174,0,No Failure,11.400000000000034,58500.0,6126.105674500096,1,7
8100,L55279,L,300.2,311.7,1603,30.5,176,0,No Failure,11.5,48891.5,5119.905907432845,1,7
8101,L55280,L,300.3,311.7,1682,27.8,178,0,No Failure,11.399999999999977,46759.6,4896.653861493242,1,7
8102,L55281,L,300.3,311.8,1567,37.7,180,0,No Failure,11.5,59075.9,6186.413781473509,1,7
8103,L55282,L,300.3,311.8,1413,46.0,182,0,No Failure,11.5,64998.0,6806.574643267645,1,2
8104,M22963,M,300.3,311.9,1429,41.6,184,0,No Failure,11.599999999999966,59446.4,6225.212450745343,2,2
8105,L55284,L,300.3,311.9,1692,31.5,187,0,No Failure,11.599999999999966,53298.0,5581.353508367626,1,7
8106,L55285,L,300.4,311.9,1476,48.7,189,0,No Failure,11.5,71881.2,7527.381661707287,1,2
8107,M22966,M,300.4,312.0,1596,30.4,191,0,No Failure,11.600000000000023,48518.399999999994,5080.8349667977,2,7
8108,H37521,H,300.3,311.9,1390,49.0,194,0,No Failure,11.599999999999966,68110.0,7132.4625212000265,0,2
8109,M22968,M,300.3,311.8,1607,33.7,199,0,No Failure,11.5,54155.9,5671.192586284783,2,7
8110,L55289,L,300.3,311.7,1821,26.3,202,0,No Failure,11.399999999999977,47892.3,5015.269928117282,1,7
8112,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure,11.400000000000034,51404.3,5383.045708097527,2,7
8113,M22972,M,300.4,311.8,1442,45.1,0,0,No Failure,11.400000000000034,65034.200000000004,6810.365498402977,2,4
8114,L55293,L,300.4,311.7,1459,45.6,3,0,No Failure,11.300000000000011,66530.40000000001,6967.047196013013,1,4
8116,L55295,L,300.4,311.8,1367,57.2,10,0,No Failure,11.400000000000034,78192.40000000001,8188.288980218485,1,4
8118,L55297,L,300.3,311.7,1406,47.5,14,0,No Failure,11.399999999999977,66785.0,6993.708845666478,1,4
8119,L55298,L,300.3,311.8,1548,33.0,16,0,No Failure,11.5,51084.0,5349.5039705327,1,1
8120,L55299,L,300.3,311.7,1333,55.2,18,0,No Failure,11.399999999999977,73581.6,7705.447133312758,1,4
8121,L55300,L,300.2,311.6,1767,26.4,20,0,No Failure,11.400000000000034,46648.799999999996,4885.050912625984,1,1
8122,L55301,L,300.2,311.6,1827,27.0,22,0,No Failure,11.400000000000034,49329.0,5165.720800297697,1,1
8123,M22982,M,300.2,311.6,1533,46.4,24,0,No Failure,11.400000000000034,71131.2,7448.841845367542,2,4
8124,H37537,H,300.2,311.5,1515,36.8,27,0,No Failure,11.300000000000011,55751.99999999999,5838.335787431271,0,1
8125,L55304,L,300.2,311.4,1568,41.0,32,0,No Failure,11.199999999999989,64288.0,6732.223617132687,1,1
8126,L55305,L,300.2,311.4,1452,47.8,34,0,No Failure,11.199999999999989,69405.59999999999,7268.137435933057,1,4
8127,L55306,L,300.2,311.4,1433,37.9,36,0,No Failure,11.199999999999989,54310.7,5687.403204377305,1,1
8128,M22987,M,300.1,311.3,1650,33.8,38,0,No Failure,11.199999999999989,55769.99999999999,5840.220743023425,2,1
8129,L55308,L,300.1,311.4,1629,31.3,41,0,No Failure,11.299999999999955,50987.700000000004,5339.419458114677,1,1
8130,L55309,L,300.0,311.3,1520,39.2,43,0,No Failure,11.300000000000011,59584.00000000001,6239.6218890498085,1,1
8131,H37544,H,300.0,311.2,1393,43.1,45,0,No Failure,11.199999999999989,60038.3,6287.196073800669,0,4
8132,H37545,H,299.9,311.2,1364,49.6,50,0,No Failure,11.300000000000011,67654.40000000001,7084.752200767511,0,4
8133,M22992,M,299.9,311.3,1389,50.0,55,0,No Failure,11.400000000000034,69450.0,7272.786993060371,2,4
8134,L55313,L,299.8,311.1,1466,46.1,58,0,No Failure,11.300000000000011,67582.6,7077.233322349919,1,4
8135,L55314,L,299.7,311.1,1650,32.4,60,0,No Failure,11.400000000000034,53460.0,5598.318108697011,1,1
8136,L55315,L,299.6,311.0,1554,36.3,62,0,No Failure,11.399999999999977,56410.2,5907.262330251031,1,1
8137,M22996,M,299.6,310.9,1474,39.7,64,0,No Failure,11.299999999999955,58517.8,6127.969686141227,2,1
8138,H37551,H,299.5,310.8,1600,32.4,67,0,No Failure,11.300000000000011,51840.0,5428.672105403162,0,1
8139,L55318,L,299.5,310.8,1356,54.9,72,0,No Failure,11.300000000000011,74444.4,7795.799338029999,1,4
8140,L55319,L,299.5,310.8,1571,38.2,74,0,No Failure,11.300000000000011,60012.200000000004,6284.462888192046,1,1
8141,L55320,L,299.6,310.9,1658,28.0,76,0,No Failure,11.299999999999955,46424.0,4861.509911675085,1,1
8142,L55321,L,299.6,310.8,1393,49.9,78,0,No Failure,11.199999999999989,69510.7,7279.143482196134,1,4
8143,M23002,M,299.7,311.0,1448,49.8,80,0,No Failure,11.300000000000011,72110.4,7551.383429580713,2,4
8144,L55323,L,299.7,310.9,1477,40.4,83,0,No Failure,11.199999999999989,59670.799999999996,6248.711563794193,1,1
8145,M23004,M,299.7,311.0,1506,42.7,85,0,No Failure,11.300000000000011,64306.200000000004,6734.1295166758655,2,4
8146,M23005,M,299.7,310.9,1685,32.1,88,0,No Failure,11.199999999999989,54088.5,5664.134474789717,2,1
8147,L55326,L,299.6,310.9,1533,31.8,91,0,No Failure,11.299999999999955,48749.4,5105.025230230342,1,1
8148,L55327,L,299.5,310.8,1447,41.0,93,0,No Failure,11.300000000000011,59327.0,6212.708911984055,1,1
8149,M23008,M,299.5,310.7,1488,39.5,95,0,No Failure,11.199999999999989,58776.0,6155.008326913123,2,1
8150,M23009,M,299.6,310.8,1427,50.4,98,0,No Failure,11.199999999999989,71920.8,7531.5285640100265,2,4
8151,M23010,M,299.5,310.7,1424,41.3,101,0,No Failure,11.199999999999989,58811.2,6158.694462293334,2,1
8152,L55331,L,299.5,310.7,1472,40.9,104,0,No Failure,11.199999999999989,60204.799999999996,6304.631913028092,1,1
8153,L55332,L,299.5,310.7,1438,45.7,106,0,No Failure,11.199999999999989,65716.6,6881.826259296634,1,4
8154,L55333,L,299.6,310.8,1507,42.4,108,0,No Failure,11.199999999999989,63896.799999999996,6691.2572489298755,1,2
8155,L55334,L,299.6,310.7,1393,52.1,110,0,No Failure,11.099999999999966,72575.3,7600.067643735843,1,4
8156,L55335,L,299.5,310.8,1283,52.4,112,0,No Failure,11.300000000000011,67229.2,7040.22536089063,1,4
8157,L55336,L,299.6,310.8,1644,30.9,114,0,No Failure,11.199999999999989,50799.6,5319.721672176668,1,7
8158,L55337,L,299.6,310.8,1498,46.9,116,0,No Failure,11.199999999999989,70256.2,7357.21205963784,1,2
8159,L55338,L,299.6,310.8,1400,40.8,118,0,No Failure,11.199999999999989,57119.99999999999,5981.592412434965,1,2
8160,H37573,H,299.6,310.9,1679,31.2,120,0,No Failure,11.299999999999955,52384.799999999996,5485.723427992352,0,7
8161,M23020,M,299.7,311.1,1618,30.3,125,0,No Failure,11.400000000000034,49025.4,5133.927882643368,2,7
8162,H37575,H,299.6,311.0,1714,30.2,128,0,No Failure,11.399999999999977,51762.799999999996,5420.587740307924,0,7
8163,L55342,L,299.6,311.0,1574,35.0,133,0,No Failure,11.399999999999977,55090.0,5769.011309542057,1,7
8164,L55343,L,299.7,311.1,1574,36.4,135,0,No Failure,11.400000000000034,57293.6,5999.771761923738,1,7
8165,L55344,L,299.6,310.9,1472,40.9,137,0,No Failure,11.299999999999955,60204.799999999996,6304.631913028092,1,2
8166,L55345,L,299.6,311.0,1552,33.2,139,0,No Failure,11.399999999999977,51526.4,5395.831990197637,1,7
8167,L55346,L,299.7,311.1,1603,31.4,141,0,No Failure,11.400000000000034,50334.2,5270.985098143979,1,7
8168,H37581,H,299.7,311.1,1353,47.1,143,0,No Failure,11.400000000000034,63726.3,6673.402530681975,0,2
8169,L55348,L,299.7,311.1,1690,30.6,148,0,No Failure,11.400000000000034,51714.0,5415.477416258085,1,7
8170,M23029,M,299.8,311.2,1745,26.3,150,0,No Failure,11.399999999999977,45893.5,4805.956081584105,2,7
8171,L55350,L,299.9,311.3,1522,45.7,153,0,No Failure,11.400000000000034,69555.40000000001,7283.824455249984,1,2
8172,H37585,H,300.0,311.4,1641,34.5,155,0,No Failure,11.399999999999977,56614.5,5928.656576221978,0,7
8173,L55352,L,299.9,311.4,1596,28.9,160,0,No Failure,11.5,46124.399999999994,4830.135873041234,1,7
8174,H37587,H,299.9,311.4,1497,37.0,162,0,No Failure,11.5,55389.0,5800.322516322834,0,7
8175,L55354,L,299.9,311.3,1371,52.3,167,0,No Failure,11.400000000000034,71703.3,7508.7520172715,1,2
8176,M23035,M,299.9,311.3,1445,41.2,169,0,No Failure,11.400000000000034,59534.00000000001,6234.385901293826,2,2
8177,L55356,L,299.8,311.2,1564,40.0,172,0,No Failure,11.399999999999977,62560.0,6551.2678802859145,1,2
8178,L55357,L,299.7,311.1,1439,44.9,174,0,No Failure,11.400000000000034,64611.1,6766.058570011849,1,2
8179,L55358,L,299.7,311.2,1352,52.1,176,0,No Failure,11.5,70439.2,7376.375774824738,1,2
8180,L55359,L,299.8,311.3,1560,35.4,178,0,No Failure,11.5,55224.0,5783.043756728091,1,7
8181,M23040,M,299.7,311.2,1616,42.3,180,0,No Failure,11.5,68356.79999999999,7158.307356763557,2,2
8182,L55361,L,299.7,311.2,1835,23.7,183,0,No Failure,11.5,43489.5,4554.2097902764435,1,7
8183,M23042,M,299.7,311.1,1649,32.7,185,0,No Failure,11.400000000000034,53922.3,5646.73005148883,2,7
8184,L55363,L,299.8,311.1,1452,47.3,188,0,No Failure,11.300000000000011,68679.59999999999,7192.110893716184,1,2
8186,L55365,L,299.7,311.1,1554,41.0,192,0,No Failure,11.400000000000034,63714.0,6672.114477694003,1,2
8187,L55366,L,299.7,311.0,1827,25.4,194,0,No Failure,11.300000000000011,46405.799999999996,4859.6040121319065,1,7
8188,L55367,L,299.6,310.9,1448,46.3,196,0,No Failure,11.299999999999955,67042.4,7020.663710634277,1,2
8189,M23048,M,299.6,310.9,1530,38.8,198,0,No Failure,11.299999999999955,59363.99999999999,6216.583542923481,2,7
8191,M23050,M,299.7,310.9,1620,37.2,203,0,No Failure,11.199999999999989,60264.00000000001,6310.831322531177,2,7
8192,M23051,M,299.6,310.9,1630,29.8,206,0,No Failure,11.299999999999955,48574.0,5086.657385182353,2,7
8193,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure,11.299999999999955,80130.8,8391.277753542434,1,2
8194,L55373,L,299.5,310.8,1873,22.3,211,0,No Failure,11.300000000000011,41767.9,4373.924259862437,1,7
8195,L55374,L,299.4,310.7,1426,45.7,213,0,No Failure,11.300000000000011,65168.200000000004,6824.397945589012,1,2
8196,L55375,L,299.4,310.8,1376,53.9,215,1,Overstrain Failure,11.400000000000034,74166.4,7766.687246106733,1,2
8197,L55376,L,299.4,310.8,1622,33.6,217,0,No Failure,11.400000000000034,54499.200000000004,5707.142878217362,1,7
8198,M23057,M,299.4,310.7,1492,45.7,219,0,No Failure,11.300000000000011,68184.40000000001,7140.25367098093,2,2
8199,M23058,M,299.3,310.7,1374,48.9,222,0,No Failure,11.399999999999977,67188.59999999999,7035.973738832771,2,2
8200,L55379,L,299.2,310.7,1737,27.0,225,1,Tool Wear Failure,11.5,46899.0,4911.251795356923,1,7
8201,L55380,L,299.3,310.8,1426,42.4,0,0,No Failure,11.5,60462.4,6331.607721946917,1,1
8202,M23061,M,299.3,310.9,1826,25.1,2,0,No Failure,11.599999999999966,45832.600000000006,4799.578648497319,2,1
8203,L55382,L,299.3,310.9,1669,32.4,5,0,No Failure,11.599999999999966,54075.6,5662.783589948674,1,1
8204,M23063,M,299.4,310.9,1473,40.1,7,0,No Failure,11.5,59067.3,6185.51319157948,2,1
8205,L55384,L,299.4,310.9,1751,27.8,10,0,No Failure,11.5,48677.8,5097.527295763774,1,1
8206,M23065,M,299.4,310.9,1446,47.3,12,0,No Failure,11.5,68395.8,7162.391427213226,2,4
8207,L55386,L,299.3,310.8,1483,43.5,15,0,No Failure,11.5,64510.5,6755.5237626468115,1,4
8208,L55387,L,299.2,310.7,1535,42.6,17,0,No Failure,11.5,65391.0,6847.729507029671,1,4
8209,L55388,L,299.2,310.7,1477,44.0,19,0,No Failure,11.5,64988.0,6805.527445716449,1,4
8210,L55389,L,299.3,310.8,1391,46.9,21,0,No Failure,11.5,65237.9,6831.696912520852,1,4
8211,H37624,H,299.2,310.7,1636,29.4,23,0,No Failure,11.5,48098.399999999994,5036.852669647443,0,1
8212,L55391,L,299.2,310.6,1675,33.3,28,0,No Failure,11.400000000000034,55777.49999999999,5841.006141186822,1,1
8213,H37626,H,299.2,310.5,1329,48.9,30,0,No Failure,11.300000000000011,64988.1,6805.5379176919605,0,4
8214,M23073,M,299.2,310.5,1548,33.5,35,0,No Failure,11.300000000000011,51858.0,5430.5570609953165,2,1
8215,L55394,L,299.2,310.5,1391,45.8,38,0,No Failure,11.300000000000011,63707.799999999996,6671.46521521226,1,4
